,Date,Unix,DE Ratio,Price,stock_p_change,SP500,sp500_p_changeDifference,Difference,Ticker,sp500_p_change
107,2005-04-01 17:07:45,1112355465.0,0,7.36,-35.4385964912,1172.920044,,-27.5862666074,pets,-7.85232988385
108,2005-04-05 07:57:10,1112668030.0,0,7.379,-35.2719298246,1181.390015,,-28.0850230423,pets,-7.18690678226
109,2006-09-05 02:57:24,1157405244.0,N/A,12.42,8.94736842105,1313.25,,5.77500948741,pets,3.17235893364
110,2006-08-23 10:26:17,1156308977.0,N/A,11.7,2.63157894737,1292.98999,,1.05089945307,pets,1.5806794943
111,2007-06-05 01:35:45,1180987545.0,N/A,12.93,13.4210526316,1530.949951,,-6.85438453119,pets,20.2754371628
112,2005-01-28 23:13:32,1106934212.0,1.707,57.99,0.0,1171.359985,,0.0,bxp,0.0
113,2008-12-11 23:39:39,1229018979.0,1.677,51.12,-11.84687015,873.590027,,13.5740048852,bxp,-25.4208750353
114,2008-02-28 13:49:41,1204186781.0,1.497,90.26,55.6475254354,1367.680054,,38.8875138665,bxp,16.7600115689
115,2006-06-23 18:40:54,1151068254.0,1.598,87.54,50.9570615623,1244.5,,44.7130361614,bxp,6.24402540095
116,2005-04-19 22:08:16,1113928696.0,1.707,62.7,8.12209001552,1152.780029,,9.70827669066,bxp,-1.58618667514
117,2007-12-14 03:30:47,1197583247.0,1.244,96.37,66.1838247974,1467.949951,,40.8636866846,bxp,25.3201381128
118,2006-10-23 12:35:46,1161587146.0,1.354,104.52,80.2379720641,1377.02002,,62.6805996395,bxp,17.5573724247
119,2005-09-09 19:25:53,1126274153.0,1.6,72.38,24.8146232109,1241.47998,,18.8284194906,bxp,5.98620372029
120,2003-10-27 11:09:37,1067233177.0,2.065,43.55,-24.9008449733,1031.130005,,-12.9292920949,bxp,-11.9715528783
121,2005-02-07 02:13:49,1107722629.0,0.408,58.49,0.0,1201.719971,,0.0,cam,0.0
122,2004-10-29 07:14:43,1099014283.0,0.424,48.91,-16.3788681826,1130.199951,,-10.4273968144,cam,-5.9514713682
123,2005-01-27 23:06:31,1106847391.0,0.408,56.25,-3.82971448111,1174.550049,,-1.56879491119,cam,-2.26091956992
124,2004-08-03 22:53:06,1091553786.0,0.424,51.01,-12.7885108566,1099.689941,,-4.298177629,cam,-8.49033322756
125,2006-10-23 12:37:23,1161587243.0,0.597,49.75,-14.9427252522,1377.02002,,-29.530154373,cam,14.5874291208
126,2006-06-23 18:41:08,1151068268.0,0.273,44.85,-23.3202256796,1244.5,,-26.880125659,cam,3.55989997939
127,2007-12-29 11:15:06,1198907106.0,0.379,98.33,68.1142075568,1497.660034,,43.4878328488,cam,24.6263747081
128,2007-10-25 09:02:50,1193283170.0,0.016,32.92,0.0,1514.400024,,0.0,sfly,0.0
129,2007-04-10 13:50:44,1176193244.0,0.024,16.8,-48.9671931956,1448.390015,,-44.6083706947,sfly,-4.35882250092
130,2007-05-16 21:14:54,1179330294.0,0.018,17.55,-46.6889428919,1514.140015,,-46.6717737823,sfly,-0.0171691096064
131,2007-06-17 14:03:22,1182069202.0,0.018,22.0,-33.1713244228,1522.969971,,-33.7372216009,sfly,0.565897178036
132,2007-07-18 00:53:38,1184700218.0,0.053,26.3299,0.0,1546.170044,,0.0,intc,0.0
133,2007-03-29 10:36:13,1175144773.0,0.055,18.86,-28.3704077873,1422.530029,,-20.3738736752,intc,-7.99653411213
134,2004-02-13 06:29:41,1076633981.0,0.031,30.74,16.7493989723,1145.810059,,42.6430570827,intc,-25.8936581105
135,2007-05-16 07:58:53,1179282533.0,0.053,22.01,-16.4068226617,1514.140015,,-14.3352504485,intc,-2.07157221318
136,2003-11-03 14:45:11,1067850911.0,0.033,33.32,26.5481448847,1059.02002,,58.0550302943,intc,-31.5068854096
137,2007-03-10 22:41:33,1173546693.0,0.055,19.1,-27.4588965397,1391.969971,,-17.4858619696,intc,-9.97303457006
138,2008-03-16 18:20:00,1205671800.0,0.05,20.66,-21.5340734298,1315.47998,,-6.6139768405,intc,-14.9200965893
139,2004-06-21 11:33:42,1087797822.0,0.032,27.64,4.97571202321,1130.300049,,31.8724945999,intc,-26.8967825767
140,2007-04-08 11:36:21,1176012381.0,0.055,19.58,-25.6358740443,1443.76001,,-19.0124088959,intc,-6.62346514844
141,2007-04-09 13:23:28,1176105208.0,0.055,19.58,-25.6358740443,1444.609985,,-19.0673818274,intc,-6.56849221689
142,2007-02-27 21:15:57,1172591157.0,0.055,20.03,-23.926790455,1399.040039,,-14.4110191741,intc,-9.51577128085
143,2004-12-14 01:38:36,1102968516.0,0.029,22.63,-14.0520852719,1203.380005,,8.11818250237,intc,-22.1702677742
144,2004-10-10 03:57:47,1097360867.0,0.029,20.55,-21.9518494183,1130.650024,,4.92229819643,intc,-26.8741476148
145,2008-04-07 09:28:38,1207540718.0,0.05,21.87,-16.9385375562,1372.540039,,-5.70885388238,intc,-11.2296836738
146,2005-03-05 10:13:17,1109997797.0,0.023,24.68,-6.26626003137,1210.079956,,15.4706821183,intc,-21.7369421497
147,2003-12-07 16:02:20,1070793140.0,0.033,32.1,21.9146293757,1069.719971,,52.7294854033,intc,-30.8148560276
